0	w	337
1	T	2
1	r	2
1	w	265
2	T	29
2	r	32
2	w	463
3	T	3
3	w	147
4	r	175
4	w	180
5	T	4
5	r	602
5	w	48
6	T	258
6	r	4
6	w	19
7	T	598
7	r	259
7	w	86
8	T	177
8	r	3
8	w	12
9	T	4
9	r	42
9	w	2
10	T	3
10	w	39
11	r	120
12	r	143
12	w	30
13	T	146
13	r	31
13	w	2
14	T	41
14	r	46
14	w	51
15	T	143
15	r	19
15	w	1
16	r	6
16	w	41
17	T	11
17	r	19
17	w	2
18	T	1
18	r	2
18	w	2
19	T	7
20	r	1
21	T	19
21	r	28
22	r	4
23	T	4
23	r	51
24	T	40
24	r	1
25	T	12
25	r	41
25	w	2
26	r	2
27	T	2
27	w	3
28	T	2
29	w	1
30	w	1
31	r	3
33	T	28
33	r	2
33	w	44
35	T	2
35	r	1
37	T	51
37	r	2
37	w	4
38	T	3
38	r	3
39	T	1
39	r	1
39	w	1
40	T	4
40	r	1
40	w	1
41	T	41
41	r	1
41	w	2
42	T	1
43	T	2
43	r	3
43	w	3
44	T	2
44	r	44
45	r	3
46	r	2
47	r	1
48	T	1
48	r	3
49	r	1
50	T	3
51	r	1
52	T	3
52	r	1
53	w	4
54	T	1
54	r	1
54	w	2
55	w	3
56	T	1
56	r	1
56	w	2
57	r	1
57	w	2
58	w	1
61	w	1
63	T	1
63	r	2
64	T	1
64	r	3
65	T	3
65	r	5
66	T	1
66	r	3
67	r	2
68	r	2
69	T	2
69	r	1
70	T	2
70	w	4
71	w	9
72	T	2
72	r	1
72	w	28
73	r	1
75	r	1
77	T	44
77	r	1
78	T	1
79	r	1
79	w	1
80	T	2
81	r	4
82	T	1
82	r	8
83	T	2
83	r	28
84	r	1
85	T	2
85	r	1
87	T	1
87	r	2
87	w	1
91	T	1
92	T	1
92	w	20
93	T	1
94	T	2
95	r	1
96	T	1
97	T	1
98	r	1
100	r	1
103	r	1
103	w	1
105	r	1
107	r	1
109	r	26
110	T	1
111	r	1
112	T	1
113	r	4
114	T	2
114	r	2
116	T	26
117	T	3
117	r	3
118	T	1
119	T	2
119	r	2
119	w	1
120	T	4
121	T	3
121	r	2
122	w	1
123	T	2
123	w	1
124	T	3
124	r	2
125	T	3
126	T	2
127	T	1
127	r	2
128	T	2
128	w	1
129	r	1
133	T	1
134	T	2
134	r	1
134	w	1
136	T	1
149	T	1
151	T	4
153	T	9
155	T	28
170	w	2
179	w	1
185	T	1
188	r	1
190	r	1
192	r	1
195	T	1
200	r	1
200	w	1
206	r	1
206	w	4
208	r	1
209	w	8
210	T	6
210	r	6
211	r	1
212	w	28
214	T	1
214	r	1
215	T	1
217	T	1
225	r	20
249	T	1
255	w	1
257	T	1
258	r	1
268	r	1
274	r	1
304	r	4
305	w	1
306	r	9
307	T	1
308	r	8
312	r	28
313	T	9
314	T	1
316	r	1
317	T	21
318	T	1
328	T	1
342	T	1
387	r	2
411	T	1
412	w	1
436	r	1
447	T	1
510	T	4
513	T	1
517	T	8
524	T	28
557	T	2
639	r	1
718	T	1
741	T	1
897	r	1
965	w	1
1309	T	1
1316	r	1
2281	T	1
1647808	w	1
5501291	r	1
7149099	T	1
