PHISIG 27 16 16 3
PHISIG 22 14 14 6
PHISIG 22 14 14 6
PHISIG 110 88 88 10
PHISIG 8 3 3 1
PHISIG 11 6 6 4
PHISIG 11 7 7 4
PHISIG 12 7 7 5
PHISIG 144 126 126 11
PHISIG 10 5 5 3
PHISIG 4 0 0 1
PHISIG 47 41 41 9
PHISIG 210 202 202 16
PHISIG 101 92 92 14
PHISIG 14 13 13 7
PHISIG 52 39 39 4
PHISIG 10 5 5 3
PHISIG 5 1 1 1
PHISIG 11 7 7 5
PHISIG 25 20 20 7
PHISIG 11 7 7 4
PHISIG 10 5 5 3
PHISIG 23 18 18 7
PHISIG 11 7 7 4
PHISIG 10 5 5 3
PHISIG 35 32 32 8
PHISIG 16 11 11 5
PHISIG 34 22 22 6
PHISIG 39 29 29 7
PHISIG 74 58 58 10
PHISIG 104 93 93 12
PHISIG 117 101 101 15
PHISIG 39 30 30 8
PHISIG 20 16 16 9
PHISIG 74 59 59 9
PHISIG 4954 4123 4123 6
PHISIG 11 7 7 5
PHISIG 145 138 138 16
PHISIG 53 41 41 7
PHISIG 321 267 267 12
PHISIG 100 88 88 10
PHISIG 84 73 73 12
PHISIG 25 21 21 8
PHISIG 49 50 50 14
PHISIG 252 213 213 17
PHISIG 10 5 5 3
PHISIG 6 3 3 2
PHISIG 51 45 45 9
PHISIG 80 74 74 11
PHISIG 84 73 73 12
PHISIG 81 75 75 11
PHISIG 11 8 8 6
PHISIG 72 66 66 12
PHISIG 5 1 1 1
PHISIG 201 192 192 17
PHISIG 6 3 3 2
PHISIG 30 23 23 6
PHISIG 4 1 1 1
PHISIG 35 28 28 8
PHISIG 25 19 19 6
PHISIG 84 77 77 12
PHISIG 59 52 52 12
PHISIG 11 7 7 4
PHISIG 63 53 53 8
PHISIG 6 2 2 2
PHISIG 6 3 3 2
PHISIG 6 3 3 2
PHISIG 69 51 51 6
PHISIG 10 5 5 3
PHISIG 16 11 11 4
PHISIG 17 15 15 6
PHISIG 11 7 7 4
PHISIG 6 1 1 1
PHISIG 11 7 7 5
PHISIG 47 41 41 9
PHISIG 34 20 20 2
PHISIG 16 9 9 3
PHISIG 16 10 10 3
PHISIG 5 1 1 1
PHISIG 28 18 18 4
PHISIG 10 5 5 3
PHISIG 21 13 13 4
PHISIG 10 5 5 3
PHISIG 32 24 24 6
PHISIG 5 1 1 2
PHISIG 188 161 161 9
PHISIG 17 12 12 4
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 16 9 9 3
PHISIG 16 10 10 3
PHISIG 188 161 161 9
PHISIG 17 12 12 4
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 16 9 9 3
PHISIG 16 10 10 3
PHISIG 177 151 151 9
PHISIG 17 12 12 4
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 16 9 9 3
PHISIG 16 10 10 3
PHISIG 68 55 55 7
PHISIG 17 12 12 4
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 16 9 9 3
PHISIG 16 10 10 3
PHISIG 68 55 55 7
PHISIG 17 12 12 4
PHISIG 4 0 0 1
PHISIG 5 1 1 2
PHISIG 506 462 462 18
PHISIG 24 19 19 7
PHISIG 24 21 21 6
PHISIG 22 16 16 5
PHISIG 17 12 12 4
PHISIG 4 0 0 1
PHISIG 11 8 8 6
PHISIG 90 82 82 15
PHISIG 37 28 28 5
PHISIG 120 94 94 6
PHISIG 18 14 14 5
PHISIG 10 5 5 3
PHISIG 10 5 5 3
PHISIG 28 21 21 6
PHISIG 6 3 3 2
PHISIG 10 5 5 3
PHISIG 139 114 114 9
PHISIG 76 51 51 6
PHISIG 16 10 10 6
PHISIG 11 6 6 4
PHISIG 178 175 175 19
PHISIG 13 11 11 6
PHISIG 449 381 381 17
PHISIG 72 70 70 12
PHISIG 227 190 190 14
PHISIG 11 6 6 4
PHISIG 23 17 17 6
PHISIG 12 7 7 4
PHISIG 10 5 5 3
PHISIG 12 6 6 3
PHISIG 18 12 12 4
PHISIG 10 5 5 3
PHISIG 12 7 7 5
PHISIG 144 126 126 11
PHISIG 14 9 9 4
PHISIG 172 143 143 8
PHISIG 25 22 22 8
PHISIG 20 16 16 6
PHISIG 10 5 5 3
PHISIG 4 0 0 1
PHISIG 41 32 32 8
PHISIG 65 63 63 10
PHISIG 154 153 153 19
PHISIG 22 17 17 6
PHISIG 130 114 114 12
PHISIG 31 23 23 9
PHISIG 226 217 217 16
PHISIG 14 13 13 7
PHISIG 17 12 12 5
PHISIG 26 21 21 6
PHISIG 103 87 87 12
PHISIG 967 1031 1031 21
PHISIG 271 271 271 17
PHISIG 44 40 40 15
PHISIG 10 9 9 7
PHISIG 20 15 15 5
PHISIG 181 175 175 17
PHISIG 6 3 3 2
PHISIG 11 7 7 4
PHISIG 10 5 5 3
PHISIG 57 51 51 10
PHISIG 83 75 75 14
PHISIG 53 48 48 12
PHISIG 98 80 80 11
PHISIG 75 60 60 10
PHISIG 38 29 29 7
PHISIG 29 24 24 6
PHISIG 29 21 21 7
PHISIG 6 3 3 2
PHISIG 53 45 45 9
PHISIG 38 32 32 6
PHISIG 86 73 73 10
PHISIG 29 22 22 7
PHISIG 49 39 39 9
PHISIG 37 29 29 6
PHISIG 51 42 42 11
PHISIG 18 14 14 5
PHISIG 130 130 130 12
PHISIG 63 60 60 15
PHISIG 31 24 24 7
PHISIG 59 48 48 10
PHISIG 10 6 6 4
PHISIG 10 6 6 4
PHISIG 402 389 389 19
PHISIG 10 6 6 4
PHISIG 22 18 18 7
PHISIG 44 37 37 10
PHISIG 63 56 56 9
PHISIG 141 143 143 12
PHISIG 77 73 73 15
PHISIG 11 7 7 4
PHISIG 160 149 149 8
PHISIG 11 7 7 4
PHISIG 34 26 26 8
PHISIG 28 22 22 7
PHISIG 11 7 7 4
PHISIG 11 7 7 4
PHISIG 243 223 223 17
PHISIG 79 74 74 11
PHISIG 5 1 1 2
PHISIG 28 22 22 7
PHISIG 35 29 29 7
PHISIG 35 29 29 7
PHISIG 35 29 29 7
PHISIG 28 22 22 7
PHISIG 10 6 6 4
PHISIG 35 29 29 7
PHISIG 27 20 20 6
PHISIG 11 7 7 4
PHISIG 16 12 12 5
PHISIG 107 97 97 13
PHISIG 239 229 229 10
PHISIG 150 133 133 15
PHISIG 12 9 9 5
PHISIG 15 11 11 6
PHISIG 18 13 13 5
PHISIG 320 300 300 19
PHISIG 35 27 27 8
PHISIG 50 44 44 7
PHISIG 150 133 133 16
PHISIG 35 28 28 6
PHISIG 15 11 11 6
PHISIG 18 13 13 5
PHISIG 151 135 135 17
PHISIG 57 51 51 7
PHISIG 15 11 11 6
PHISIG 18 13 13 5
PHISIG 79 70 70 13
PHISIG 19 14 14 6
PHISIG 18 13 13 5
PHISIG 79 67 67 12
PHISIG 630 597 597 14
PHISIG 16 11 11 4
PHISIG 45 37 37 6
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 28 21 21 5
PHISIG 73 60 60 8
PHISIG 6 3 3 2
PHISIG 51 41 41 7
PHISIG 101 85 85 12
PHISIG 18 13 13 5
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 18 14 14 6
PHISIG 18 12 12 4
PHISIG 10 7 7 5
PHISIG 696 637 637 18
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 14 12 12 7
PHISIG 62 57 57 13
PHISIG 11 9 9 6
PHISIG 11 6 6 4
PHISIG 11 7 7 5
PHISIG 77 64 64 10
PHISIG 64 59 59 10
PHISIG 68 61 61 14
PHISIG 6 3 3 2
PHISIG 16 13 13 8
PHISIG 17 12 12 4
PHISIG 6 3 3 2
PHISIG 13 8 8 4
PHISIG 101 87 87 13
PHISIG 112 105 105 11
PHISIG 8 6 6 3
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 78 69 69 8
PHISIG 13 8 8 4
PHISIG 13 8 8 4
PHISIG 30 24 24 7
PHISIG 56 47 47 6
PHISIG 6 3 3 2
PHISIG 6 3 3 2
PHISIG 105 91 91 10
PHISIG 6 3 3 2
PHISIG 73 67 67 11
PHISIG 12 6 6 3
PHISIG 10 5 5 3
PHISIG 18 14 14 6
PHISIG 14 9 9 4
PHISIG 30 24 24 7
PHISIG 40 32 32 6
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 17 12 12 4
PHISIG 6 3 3 2
PHISIG 13 8 8 4
PHISIG 4 0 0 1
PHISIG 27 20 20 6
PHISIG 40 35 35 11
PHISIG 27 20 20 6
PHISIG 60 47 47 10
PHISIG 54 43 43 9
PHISIG 154 135 135 13
PHISIG 20 17 17 6
PHISIG 10 5 5 3
PHISIG 50 42 42 8
PHISIG 6 3 3 2
PHISIG 19 17 17 6
PHISIG 146 127 127 10
PHISIG 6 3 3 2
PHISIG 5 1 1 2
PHISIG 28 25 25 6
PHISIG 10 5 5 3
PHISIG 21 13 13 4
PHISIG 10 5 5 3
PHISIG 10 5 5 3
PHISIG 22 16 16 5
PHISIG 25 19 19 5
PHISIG 10 5 5 3
PHISIG 4 0 0 1
PHISIG 4 0 0 2
PHISIG 1116 1096 1096 52
PHISIG 12 8 8 4
PHISIG 61 49 49 7
PHISIG 1364 1367 1367 25
PHISIG 111 98 98 9
PHISIG 12 7 7 3
PHISIG 2012 2213 2213 10
PHISIG 7 4 4 3
PHISIG 38 30 30 6
PHISIG 24 18 18 2
PHISIG 170 156 156 15
PHISIG 493 502 502 21
PHISIG 18 12 12 4
PHISIG 136 122 122 13
PHISIG 23 14 14 4
PHISIG 10 5 5 3
PHISIG 990 986 986 21
PHISIG 51 43 43 10
PHISIG 12 6 6 3
PHISIG 10 5 5 3
PHISIG 21 19 19 8
PHISIG 33 27 27 7
PHISIG 139 115 115 12
PHISIG 10 5 5 3
PHISIG 27 21 21 6
PHISIG 37 30 30 6
PHISIG 16 12 12 5
PHISIG 107 97 97 13
PHISIG 12 6 6 3
PHISIG 10 5 5 3
PHISIG 223 198 198 13
PHISIG 10 5 5 3
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 40 32 32 6
PHISIG 6 3 3 2
PHISIG 185 159 159 13
PHISIG 50 41 41 6
PHISIG 48 41 41 10
PHISIG 28 23 23 8
PHISIG 94 94 94 12
PHISIG 12 6 6 3
PHISIG 10 5 5 3
PHISIG 18 14 14 6
PHISIG 14 9 9 4
PHISIG 30 24 24 7
PHISIG 40 32 32 6
PHISIG 5 1 1 2
PHISIG 50 41 41 6
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 143 127 127 12
PHISIG 52 42 42 7
PHISIG 36 28 28 7
PHISIG 5 1 1 2
PHISIG 5 1 1 2
PHISIG 319 293 293 16
PHISIG 62 50 50 9
PHISIG 27 20 20 5
PHISIG 143 125 125 12
PHISIG 10 5 5 3
PHISIG 10 5 5 3
PHISIG 10 5 5 3
PHISIG 17 11 11 4
PHISIG 43 35 35 7
PHISIG 12 8 8 4
PHISIG 28 22 22 7
PHISIG 64 59 59 13
PHISIG 27 20 20 6
PHISIG 23 17 17 5
PHISIG 46 37 37 8
PHISIG 110 98 98 11
PHISIG 27 20 20 6
PHISIG 12 8 8 5
PHISIG 76 65 65 11
PHISIG 22 17 17 6
PHISIG 6 3 3 2
PHISIG 24 15 15 3
PHISIG 11 7 7 4
PHISIG 10 5 5 3
PHISIG 23 17 17 5
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 18 14 14 5
PHISIG 145 126 126 10
PHISIG 169 140 140 8
PHISIG 28 22 22 7
PHISIG 24 20 20 8
PHISIG 5 1 1 2
PHISIG 79 67 67 12
PHISIG 39 32 32 6
PHISIG 12 8 8 5
PHISIG 12 8 8 5
PHISIG 12 6 6 3
PHISIG 11 7 7 4
PHISIG 5 1 1 2
PHISIG 114 92 92 6
PHISIG 177 148 148 15
PHISIG 50 41 41 6
PHISIG 50 41 41 6
PHISIG 193 175 175 13
PHISIG 52 42 42 7
PHISIG 26 20 20 7
PHISIG 687 644 644 20
PHISIG 5 1 1 2
PHISIG 13 8 8 4
PHISIG 13 8 8 4
PHISIG 104 92 92 12
PHISIG 13 8 8 4
PHISIG 11 7 7 4
PHISIG 17 12 12 5
PHISIG 23 17 17 5
PHISIG 50 41 41 6
PHISIG 47 41 41 9
PHISIG 77 65 65 12
PHISIG 6 2 2 3
PHISIG 113 107 107 12
PHISIG 234 192 192 12
PHISIG 57 48 48 7
PHISIG 143 125 125 12
PHISIG 27 20 20 6
PHISIG 161 144 144 17
PHISIG 51 45 45 8
PHISIG 15 11 11 6
PHISIG 18 13 13 5
PHISIG 12 6 6 3
PHISIG 11 7 7 4
PHISIG 11 9 9 6
PHISIG 40 31 31 9
PHISIG 22 16 16 6
PHISIG 40 31 31 9
PHISIG 22 16 16 6
PHISIG 50 41 41 6
PHISIG 50 41 41 6
PHISIG 40 31 31 9
PHISIG 40 31 31 9
PHISIG 40 32 32 9
PHISIG 40 32 32 9
PHISIG 37 29 29 6
PHISIG 18 13 13 5
PHISIG 11 7 7 5
PHISIG 6 3 3 2
PHISIG 50 41 41 6
PHISIG 14 13 13 7
PHISIG 39 27 27 4
PHISIG 16 10 10 4
PHISIG 18 13 13 5
PHISIG 13 10 10 5
PHISIG 10 5 5 3
PHISIG 10 5 5 3
PHISIG 10 5 5 3
PHISIG 22 16 16 5
PHISIG 11 8 8 4
PHISIG 11 7 7 4
PHISIG 23 17 17 5
PHISIG 22 17 17 6
PHISIG 43 33 33 5
PHISIG 43 33 33 5
PHISIG 12 8 8 5
PHISIG 38 30 30 8
PHISIG 48 42 42 8
PHISIG 6 3 3 2
PHISIG 94 79 79 10
PHISIG 12 10 10 5
PHISIG 4 0 0 2
PHISIG 23 17 17 5
PHISIG 12 6 6 3
PHISIG 10 5 5 3
PHISIG 11 9 9 7
PHISIG 156 138 138 12
PHISIG 6 3 3 2
PHISIG 6 3 3 2
PHISIG 11 9 9 4
PHISIG 5 1 1 2
PHISIG 197 160 160 5
PHISIG 5 1 1 1
PHISIG 6 3 3 2
PHISIG 28 21 21 5
PHISIG 6 3 3 2
PHISIG 12 9 9 7
PHISIG 5 1 1 2
PHISIG 224 171 171 10
PHISIG 57 45 45 9
PHISIG 12 6 6 3
PHISIG 10 5 5 3
PHISIG 94 77 77 11
PHISIG 23 17 17 5
PHISIG 23 17 17 5
PHISIG 523 478 478 19
PHISIG 46 39 39 11
PHISIG 13 10 10 6
PHISIG 51 42 42 8
PHISIG 7 4 4 3
PHISIG 75 61 61 10
PHISIG 24 19 19 6
PHISIG 15 11 11 5
PHISIG 38 29 29 7
PHISIG 41 34 34 6
PHISIG 4 0 0 2
PHISIG 23 17 17 5
PHISIG 23 17 17 5
PHISIG 67 57 57 8
PHISIG 25 22 22 6
PHISIG 145 138 138 16
PHISIG 29 20 20 6
PHISIG 64 54 54 8
PHISIG 272 262 262 15
PHISIG 59 46 46 8
PHISIG 29 25 25 7
