17	W	4
18	R	2
18	W	2
20	R	1
20	W	1
21	W	1
21	r	318
21	w	145
22	R	142
22	W	80
22	r	339
22	w	227
23	W	3
23	r	6
23	w	3
24	R	1364
24	W	86
24	r	6033
24	w	19
25	R	5
25	W	2
25	r	70
25	w	70
26	R	85
26	W	93
26	r	51
26	w	42
27	r	49
27	w	49
28	R	1918
28	W	634
28	r	10831
28	w	2853
29	R	14515
29	W	3894
29	r	37938
29	w	7539
30	R	876
30	W	1090
30	r	335
30	w	80
31	W	11
31	r	121
31	w	110
32	R	641
32	W	319
32	r	4123
32	w	114
33	R	5776
33	W	5158
33	r	78
33	w	78
34	R	710
34	W	285
34	r	1145
34	w	441
35	R	249
35	W	16
35	r	972
35	w	135
36	R	41854
36	W	3415
36	r	21961
36	w	5858
37	r	170
37	w	170
38	R	599
38	W	468
38	r	369
38	w	459
39	r	171
39	w	171
40	R	5316
40	W	5401
40	r	11477
40	w	646
41	R	229
41	W	75
41	r	63
41	w	42
42	R	91
42	W	99
42	r	231
42	w	220
43	r	115
43	w	115
44	R	472
44	W	535
44	r	1040
44	w	216
45	r	500
45	w	500
46	R	118
46	W	416
46	r	559
46	w	481
47	r	135
47	w	135
48	R	1373
48	W	936
48	r	619
48	w	546
49	R	2
49	W	10
50	R	495
50	W	90
50	r	360
50	w	690
51	R	31
51	W	62
51	r	62
51	w	31
52	R	9790
52	W	1677
52	r	587
52	w	858
53	R	6
53	W	12
53	r	4
54	R	375
54	W	85
54	r	374
54	w	595
55	R	3463
55	W	155
55	r	4353
55	w	274
56	R	1191
56	W	452
56	r	416
56	w	594
58	R	596
58	W	245
58	r	437
58	w	575
59	r	156
59	w	156
60	R	106
60	W	140
60	r	399
60	w	379
61	r	41
61	w	41
62	R	106
62	W	231
62	r	147
62	w	84
64	R	10495
64	W	1792
64	r	54
64	w	220
66	R	355
66	W	228
66	r	313
66	w	480
68	R	900
68	W	347
68	r	331
68	w	862
70	R	598
70	W	202
70	r	926
70	w	1209
72	R	2691
72	W	468
72	r	1068
72	w	930
74	R	155
74	W	135
74	r	270
74	w	270
76	R	205
76	W	280
76	r	140
76	w	56
78	R	800
78	W	316
78	r	83
78	w	82
80	R	265
80	W	268
80	r	177
80	w	158
82	R	324
82	W	279
82	r	62
82	w	155
84	R	195
84	W	208
84	r	124
84	w	108
86	R	287
86	W	375
86	r	44
86	w	14
88	R	2756
88	W	2445
88	r	46
88	w	24
90	R	389
90	W	400
90	r	254
90	w	64
92	R	131
92	W	72
92	r	36
92	w	36
93	R	963
93	W	86
94	R	183
94	W	444
94	r	74
94	w	37
96	R	81
96	W	114
98	R	153
98	W	197
98	r	264
98	w	241
100	R	773
100	W	216
100	r	1071
100	w	555
102	R	206
102	W	557
102	r	598
102	w	123
104	R	28
104	r	80
104	w	80
106	R	141
106	W	129
108	R	327
108	W	246
108	r	63
108	w	16
110	R	99
110	W	135
112	R	1
112	W	46
114	W	47
116	R	3
116	W	144
120	R	168
120	W	124
120	r	68
120	w	68
122	W	175
122	r	193
122	w	18
124	R	1
124	W	52
126	W	37
126	r	38
126	w	1
128	R	1
128	W	54
130	R	60
130	W	110
132	R	1
132	W	56
138	R	1
138	W	59
140	R	19
140	W	60
140	r	31
140	w	31
142	R	2
142	W	122
144	R	1
144	W	62
146	R	1
146	W	63
152	R	2
152	W	132
154	R	2
154	W	134
156	R	2
156	W	136
158	R	75
158	W	207
160	R	38
160	W	107
162	R	1
162	W	71
164	R	4
164	W	288
172	R	2
172	W	152
180	R	183
180	r	20
180	w	38
186	r	83
186	w	83
188	R	367
188	r	708
188	w	554
204	R	98
204	W	32
204	r	99
204	w	32
276	R	1775
276	W	652
276	r	8253
276	w	4554
337	r	317
337	w	317
340	r	40
340	w	40
356	r	155
356	w	155
396	R	313
396	W	75
396	r	54
396	w	38
420	R	1145
420	W	439
532	R	6149
532	W	512
532	r	2588
532	w	5353
654	r	317
654	w	317
660	R	50
660	r	51
660	w	67
696	r	317
696	w	317
706	R	6
780	R	606
780	W	190
860	R	210
860	W	105
1220	R	210
1220	W	105
1548	R	869
1548	W	354
1548	r	8
2575	r	2555
2575	w	2555
3084	R	814
3084	W	263
3897	R	12479
4116	R	2172
4116	r	2555
4116	w	2555
6156	R	1630
6156	W	523
8212	R	5637
10722	R	2172
12300	R	690
12300	W	542
16404	R	11274
16404	W	5637
