0	r	8
0	w	70954
1	T	11214
1	r	11206
1	w	10333
2	T	2
2	r	6
2	w	11640
3	T	23381
3	r	23497
3	w	7765
4	T	131
4	r	1922
4	w	1025
5	T	11827
5	r	25220
5	w	1203
6	T	2484
6	r	3
6	w	645
7	T	9717
7	r	5102
7	w	529
8	T	15399
8	r	10347
8	w	152
9	T	32
9	r	915
9	w	11
10	T	2982
10	r	516
10	w	75
11	T	2
11	r	1988
11	w	16
12	T	6695
12	r	7538
12	w	8
13	T	6232
13	r	4723
13	w	26
14	T	892
14	r	317
14	w	21
15	T	1016
15	r	83
15	w	9
16	T	522
16	r	137
16	w	3
17	T	1577
17	r	9178
17	w	3
18	T	8041
18	r	9
18	w	1
19	T	318
19	r	75
20	T	2
20	r	22
20	w	22
21	T	82
21	r	105
21	w	1
22	T	329
22	r	330
22	w	3
23	T	123
23	r	9
23	w	2
24	T	1
24	r	41
24	w	15
25	T	83
25	r	138
25	w	2
26	T	48
26	r	35
27	T	111
27	w	3
28	T	8
28	r	9
28	w	2
29	T	75
29	r	89
29	w	2
30	T	80
30	r	12
30	w	1
31	T	60
31	r	133
32	T	15
32	r	20
33	T	115
33	r	24
33	w	2
34	T	34
34	r	60
35	T	88
35	r	44
36	T	7
36	r	2
36	w	1
37	T	49
37	r	77
37	w	3
38	T	56
38	r	11
38	w	16
39	T	46
39	r	9
39	w	2
40	T	16
40	r	9
40	w	2
41	T	11
41	r	13
41	w	1
42	T	4
42	r	2
43	T	14
43	r	46
43	w	3
44	T	9
44	r	10
44	w	8
45	T	43
45	r	3
46	T	60
46	r	81
46	w	2
47	T	27
47	r	5
47	w	3
48	T	6
48	r	2
48	w	2
49	T	3
49	r	87
49	w	3
50	T	56
50	r	3
50	w	1
51	T	34
51	r	11
51	w	5
52	T	12
52	r	2
52	w	3
53	T	4
53	r	3
53	w	4
54	T	4
54	r	1
54	w	1
55	T	18
55	r	31
56	T	3
56	r	4
57	T	28
57	r	18
58	T	4
58	r	4
58	w	1
59	T	18
59	r	3
60	r	4
61	T	2
61	r	5
62	T	3
62	r	7
63	T	3
63	r	5
63	w	1
64	T	3
64	r	59
65	T	52
65	r	5
67	T	3
67	r	12
68	T	2
68	r	3
68	w	3
69	T	13
69	r	1
69	w	3
70	T	6
70	r	2
70	w	3
71	T	2
71	r	4
71	w	1
72	T	3
72	w	6
73	T	3
73	r	9
73	w	10
74	T	2
74	r	2
74	w	7
75	T	6
75	r	5
75	w	2
76	T	1
76	w	1
77	T	7
77	r	4
78	r	1
78	w	1
79	r	5
80	T	3
80	r	4
81	T	16
81	r	5
82	T	1
82	r	4
83	T	5
83	r	7
83	w	1
84	T	7
84	r	7
84	w	6
85	T	1
85	r	24
86	T	3
86	r	2
86	w	1
87	T	21
87	r	3
88	T	1
88	w	1
89	T	1
89	r	1
90	T	1
91	T	2
91	r	8
93	T	2
93	r	2
93	w	1
94	T	1
95	T	10
95	r	1
97	r	3
98	w	1
99	T	2
99	r	2
100	r	1
101	T	1
101	r	2
102	T	1
102	r	1
103	T	4
103	w	1
104	r	1
105	T	2
105	r	1
106	T	2
107	T	1
107	r	1
107	w	1
108	w	1
109	T	3
109	r	1
110	T	1
111	T	2
112	T	2
112	r	1
113	T	4
113	r	2
113	w	2
114	T	2
114	r	1
115	T	3
115	r	1
116	T	1
117	T	2
117	r	1
118	w	1
119	T	1
119	r	1
120	T	3
121	r	1
122	T	1
122	w	2
123	w	1
124	T	1
124	r	1
125	T	1
125	w	1
126	T	1
128	T	1
128	w	1
133	r	2
135	T	1
139	r	1
145	T	1
147	T	2
148	w	1
149	T	4
150	r	1
151	T	2
153	T	5
154	r	5
155	T	7
156	r	2
157	T	8
158	T	1
158	r	3
159	T	5
159	r	1
159	w	1
161	T	2
162	T	4
163	T	1
164	T	2
164	r	1
164	w	4
166	T	2
171	r	4
172	T	1
172	r	2
173	w	1
175	T	6
177	r	1
178	r	2
180	T	1
183	T	1
185	w	1
189	w	2
192	r	1
196	r	2
197	w	2
200	r	1
201	w	1
203	T	1
205	w	1
206	r	1
208	r	1
209	w	1
212	w	1
215	r	1
215	w	1
221	w	3
224	w	3
225	w	1
227	w	2
234	r	1
249	T	1
253	r	2
255	T	1
262	T	1
268	r	2
270	r	1
272	r	1
273	r	2
275	T	1
276	T	1
279	T	1
283	r	1
288	r	1
290	T	1
291	T	1
291	r	1
292	r	1
293	r	1
294	T	1
295	w	1
304	T	1
306	r	1
307	T	1
310	r	2
310	w	1
313	T	1
314	T	1
314	r	1
318	T	1
318	r	2
321	T	1
324	w	3
326	r	3
328	T	1
329	r	1
330	r	3
331	r	3
332	T	1
334	r	2
335	T	4
346	T	1
348	r	1
360	T	1
367	r	1
374	T	1
381	w	1
386	r	1
388	T	1
402	T	1
405	T	1
405	r	1
412	w	1
416	T	1
424	r	1
426	T	1
430	T	1
443	r	1
444	T	1
453	T	1
458	T	1
462	T	2
462	r	1
472	T	1
480	T	1
481	r	1
486	T	1
